anchor_num,filename,correct_answer,option1,option2,option3,chart_column,trend_year,ranking_year,option_type,modality_order_type,library,chart_type
179,OhLW9qzYIuvc.png,3,ENERGY TRANSFER LP is the organization that showed a consistently rising trend in act values from 2019 to 2023.,Futures and basis swaps are employed by ENTERPRISE PRODCT PARTNRS LP as fair value hedges for its natural gas inventory.,ENTERPRISE PRODCT PARTNRS LP is the firm whose pi values exceed 5649 in the year 2023.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",seaborn,line
251,0E4OyhJhCrtM.png,"1, 2, 3","To offer transportation and terminalling services, ENERGY TRANSFER LP utilizes approximately 2,918 miles of pipelines designated for refined products.",ENERGY TRANSFER LP is the organization with oiadp values surpassing 6471.55 in 2019.,WARNER BROS DISCOVERY INC is the organization that exhibited an act value rising steadily from 2019 through 2023.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",plotly,line
627,GhZghoi3hZ22.png,none,MONDELEZ INTERNATIONAL INC. is the organization where subtracting the oancf value for 2022 from the oancf value for 2023 results in 3676.0.,"An extensive array of medical devices, particularly designed for cardiovascular conditions, is provided by COSTCO WHOLESALE CORP.",ABBOTT LABORATORIES is the organization with the greatest ibc value in 2019.,ibc,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",seaborn,line
476,V4s3RDEEE0SC.png,1,VERIZON COMMUNICATIONS INC. is the organization with spi values below -1452 in 2021.,Employees of VERIZON COMMUNICATIONS INC are allowed to obtain shares at a 15 percent discount through its Employee Stock Purchase Plan.,SALESFORCE INC. had the smallest aoloch value among all companies in 2019.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",plotly,line
239,lh7lEoIZxIGM.png,"2, 3",ENERGY TRANSFER LP is the organization with seq values that exceed 23053.5 in the year 2020.,"Ex-FX change is determined by WARNER BROS DISCOVERY INC through the conversion of current year figures with a baseline exchange rate, and by comparing them against previous year figures at the same rate.",WARNER BROS DISCOVERY INC is the organization that experienced a steadily increasing trend in act values from 2019 to 2023.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",plotly,scatter
21,UtSnY8IVjiMn.png,"1, 3",Indemnification is provided indefinitely by BOEING CO to purchasers concerning environmental conditions associated with certain businesses that have been sold.,BOEING CO is the corporation with siv values exceeding 23645 in the year 2023.,SALESFORCE INC. is recognized as the company that exhibited an uninterrupted decline in aoloch values from 2019 to 2021.,aoloch,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",matplotlib,bar
587,EupwZar75a4m.png,"2, 3","WARNER BROS DISCOVERY INC is the organization that, in the year 2019, has esub values exceeding 432.5.","Among companies in 2023, WARNER BROS DISCOVERY INC. holds the highest act value.",Every issued and outstanding ETO preferred unit was transformed by ENERGY TRANSFER LP into a newly established Energy Transfer preferred unit.,act,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",seaborn,scatter
631,pCxAvKLaTx8p.png,none,ENTERPRISE PRODCT PARTNRS LP is the organization where the seq value for 2022 plus the seq value for 2021 equals 55152.0.,MONDELEZ INTERNATIONAL INC. is the organization that had the top sale value in 2023.,"Fuel is supplied by ENTERPRISE PRODCT PARTNRS LP through long-term agreements to a variety of clients, which include both branded and unbranded distributors, convenience stores, and retail fuel outlets.",sale,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, chart, text",matplotlib,scatter
23,SZ42mvqadYt3.png,"2, 3","Performance share awards are provided by BUNGE GLOBAL SA to its executive officers, with vesting contingent upon the company's performance relative to the Nasdaq 100 over a period of three years.",VERIZON COMMUNICATIONS INC. is the organization whose oiadp values exceeded 15176.5 in the year 2020.,The company that showed a consistently declining trend in aoloch values from 2021 to 2023 is SALESFORCE INC.,aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",seaborn,bar
258,AHVfIXz6Qypr.png,"1, 2, 3",ALLSTATE CORP. is the organization with fopo values that exceed 1555 in 2022.,"When approximating mortgage loan credit loss allowances, ALLSTATE CORP regards the debt service coverage ratio as a key indicator of credit quality.",BUNGE GLOBAL SA is identified as the corporation that showed a consistently increasing trend in oibdp values from 2020 to 2023.,oibdp,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",seaborn,line
580,e3QwEMQWXlpe.png,"2, 3","The historical consolidated financial statements of VERIZON COMMUNICATIONS INC were revised to include the acquisition of MuleSoft, which incorporates pro forma events that are factually substantiated.",BUNGE GLOBAL SA is the organization with the aoloch value at its minimum in 2020.,SALESFORCE INC. is the organization with pi values below 1363 in the year 2022.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",plotly,scatter
14,AsCg271xgSAO.png,1,SALESFORCE INC. is the organization that showed a consistently decreasing trend in aoloch values from 2019 to 2023.,ALLSTATE CORP is the organization with recch values exceeding -1943.5 during the year 2021.,Distinct groups of subsidiaries possessed by SALESFORCE INC are separately capitalized and authorized to market property and casualty insurance.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",matplotlib,bar
556,R0Jth1kZBXln.png,"1, 3","To meet its short-term cash needs, ENERGY TRANSFER LP plans to utilize cash flows from its direct and indirect investments in ETO.",ENTERPRISE PRODCT PARTNRS LP is the firm with aoloch values exceeding -9.15 in the year 2019.,ENTERPRISE PRODCT PARTNRS LP is the organization with the smallest act value in 2023.,act,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",matplotlib,scatter
12,siCg3Nv8AXch.png,none,BOEING CO is the organization that showed a consistent increase in oiadp values from 2019 to 2023.,COSTCO WHOLESALE CORP is the organization with che values below 12237 in 2023.,"Equity securities amounting to $7.06 billion, which include a wide variety of investment categories, are held by COSTCO WHOLESALE CORP.",oiadp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",seaborn,bar
500,TI2hVrhc0uoF.png,2,MONDELEZ INTERNATIONAL INC. is the organization whose ppent values were below 7358 in 2019.,ENERGY TRANSFER LP holds the minimal ap value in 2020.,"To evaluate how fluctuations in currency exchange rates impact financial comparisons, SALESFORCE INC determines operating results in constant currency.",ap,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",seaborn,scatter
245,yYWoM2Esy7hA.png,"2, 3",ENTERPRISE PRODCT PARTNRS LP is the company whose act values showed a consistently rising trend from 2019 to 2023.,The operational outcomes from ENTERPRISE PRODCT PARTNRS LP's NGL pipelines are determined by the quantity of NGLs moved and the related fees.,WARNER BROS DISCOVERY INC. is the organization with ao values exceeding 2589.5 in 2019.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",seaborn,scatter
375,li1tsjLHk6tQ.png,"1, 2",SALESFORCE INC. is the firm that showed a steadily declining pattern in aoloch values from 2019 to 2023.,VERIZON COMMUNICATIONS INC acknowledges that limitations are inherent in internal control over financial reporting and that it cannot guarantee the prevention of inaccuracies.,ALLSTATE CORP is the organization where adding the rect value for 2020 to the rect value for 2021 yields 49235.0.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",matplotlib,bar
220,68SZCD4s7Pvq.png,"1, 3",ENERGY TRANSFER LP is the organization that has niadj values below 3804 in 2023.,ENERGY TRANSFER LP is the organization that showed a consistently upward trend in oancf values from 2020 to 2022.,An 83.3% consolidated stake in the Tri-States NGL Pipeline is held by ENTERPRISE PRODCT PARTNRS LP.,oancf,"(2020, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",plotly,bar
516,GslI7idWE28S.png,3,The amortization of capitalized expenses related to new revenue agreements is spread by ALLSTATE CORP over a four-year period.,BOEING CO. is the organization with the greatest oibdp value in 2020.,ALLSTATE CORP is the organization with fopo values below 1109 in 2023.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",seaborn,bar
705,NLd1fpBs3lYL.png,"1, 2",Future estimates of ABBOTT LABORATORIES' health care cost trend rates are derived from the expected annual changes in the costs of health care benefits as of a specific measurement date.,ENERGY TRANSFER LP is the organization for which subtracting the act value for 2023 from the act value for 2019 results in -4566.0.,SALESFORCE INC. is the corporation with the maximum oancf value in 2021.,oancf,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, table, chart",plotly,scatter
424,3ghu4uLijlRl.png,"1, 2, 3","In its 10-K filing, BOEING CO reports total assets of $49,825 million.",ALLSTATE CORP is the organization where the total of the 2022 ibc value and the 2019 ibc value equals 3483.0.,SALESFORCE INC. is the organization that showed a consistently increasing trend in oibdp values from 2021 to 2023.,oibdp,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",seaborn,bar
199,qwSyA6aydt5T.png,"1, 2",SALESFORCE INC. is the organization in the year 2023 with act values exceeding 20753.5.,The company that demonstrated a consistently upward trend in oancf values from 2020 to 2023 is SALESFORCE INC.,Competition might be faced by ENTERPRISE PRODCT PARTNRS LP from software companies that provide free products or charge for premium features.,oancf,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",seaborn,scatter
17,F0KzeoY7u2jB.png,3,A direct sales team is primarily used by COSTCO WHOLESALE CORP to market its services.,The organization that exhibited a consistently declining trend in aoloch values from 2019 to 2023 is COSTCO WHOLESALE CORP.,SALESFORCE INC. is the organization whose dpact values are below 7465.5 in 2023.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",plotly,bar
769,caSxGOcqVkUu.png,"2, 3",The minimum act value in the year 2021 is held by ABBOTT LABORATORIES.,SALESFORCE INC is the organization where the ivch value for 2019 combined with the ivch value for 2022 totals 1318.0.,"Due to elevated global commodity prices, BUNGE GLOBAL SA's Processing division reported a $6,492 million increase in the Cost of goods sold.",act,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",seaborn,bar
636,LFejSDCFJagW.png,none,MONDELEZ INTERNATIONAL INC. holds the highest sale value in 2022.,MONDELEZ INTERNATIONAL INC. is the organization where the total of the 2022 dlc value minus the 2021 dlc value is 1482.0.,Any waivers granted to executives or directors under its code of ethics will be announced by US FOODS HOLDING CORP on its website.,sale,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",matplotlib,scatter
344,c2gsUOWFX9td.png,3,MONDELEZ INTERNATIONAL INC. is the organization where the 2021 xsga value plus the 2020 xsga value equals 25944.0.,The acquisition of buy-in annuities and fixed-income securities led to an increase in Level 3 pension plan investments for ABBOTT LABORATORIES.,MONDELEZ INTERNATIONAL INC. is the company that exhibited a consistently upward trend in sale values from 2019 to 2023.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",plotly,line
33,TnYxwEoHL6Ah.png,2,ALLSTATE CORP is the organization that showed a consistently upward trend in oibdp values from 2019 to 2021.,"BOEING CO aligns GAAP financial measures with non-GAAP financial metrics for core operating earnings, core operating margin, and core earnings per share.",BUNGE GLOBAL SA is the organization where the intan value for 2019 minus the intan value for 2021 equals 768.0.,oibdp,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",seaborn,line
603,hpIvBRIHqHAO.png,"1, 2, 3",ALLSTATE CORP. is the organization that has ivao values exceeding 34729.5 in the year 2019.,"Various editions of its cloud service offerings are provided by SALESFORCE INC, tailored to meet the diverse requirements of customers across different sizes.",BOEING CO holds the leading position for the aoloch value in 2023.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",plotly,line
160,P4Ei5quNB9h1.png,2,ABBOTT LABORATORIES is the corporation that exhibited a consistently upward trend in ib values from 2019 to 2022.,COSTCO WHOLESALE CORP is the organization with lct values exceeding 26298 in 2023.,Significant overall expenses are expected to be incurred by COSTCO WHOLESALE CORP to complete several projects that are currently in progress.,ib,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",plotly,bar
650,5zFkVExzULqj.png,1,WARNER BROS DISCOVERY INC. is the organization where the xsga value for the year 2022 minus the xsga value for the year 2021 equals precisely 4562.0.,MONDELEZ INTERNATIONAL INC. holds the top act value in 2023.,A range of external factors that impact the expenses and supply of raw materials utilized in WARNER BROS DISCOVERY INC's products influences the company.,act,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, chart, text",seaborn,bar
