anchor_num,filename,correct_answer,option1,option2,option3,chart_column,text_chart_trend_year,option_type,modality_order_type,library,chart_type,ranking_year
618,y2okKkq1CxGb.png,3,In-process research and development (IPR&D) acquired through business combinations is recorded at fair value as an indefinite-lived intangible asset by the organization that showed a steadily rising trend in oiadp values from 2019 to 2021.,BOEING CO is the organization with the aggregated total of lo values below 187980.5 and oiadp values showing a continuous increase for every year.,"Exercising judgment in assessing fair value, especially for instruments classified under Level 3 of the fair value hierarchy, is done by the organization where the combined lo value for 2020 and 2021 equals 146261.0.",oiadp,"(2019, 2021)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Table+Chart, Text+Table",plotly,bar,0
101,AsWiw3l9cAK6.png,none,"Due to hedge accounting, the organization with consistently upward-trending act values from 2019 to 2023 has made long-term debt modifications, which have resulted in a cumulative adjustment of $990 million.","ABBOTT LABORATORIES is the organization with the cogs value below 33322.5 and an act value that consistently rises, for every year.","In 2019, the organization whose fopo values fall below 1145 experiences modifications in long-term debt due to hedge accounting, resulting in an overall adjustment amounting to $990 million.",act,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Table+Chart, Text+Table",matplotlib,bar,0
45,tqlZ8VlghDDN.png,none,ABBOTT LABORATORIES has the smallest ibc value in the years when the ceq value plus ivaco value for MONDELEZ INTERNATIONAL INC is greater than 31311.5.,Tax professionals were enlisted by the organization with ivaco values below 49 in 2023 to assess the reasonableness of management's judgment regarding the interpretation of tax law.,Assistance from tax experts was sought by the organization that had the smallest ibc value in 2021 to evaluate the soundness of management's interpretation of tax legislation.,ibc,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",plotly,scatter,0
823,bMXeNS7sEIjz.png,"1, 2","A reduction of $16.6 million in the gross operating margin from the Mont Belvieu storage facility, on a year-over-year basis, was witnessed by the organization where the addition of the 2022 xint value and the 2020 xint value totals 2736.4.",WARNER BROS DISCOVERY INC. is the organization where the total of recch values exceeds -1710.55 and the act values consistently rise over all years.,Examining both actual operating outcomes and pro forma results is considered beneficial for spotting patterns in general operating performance by the organization with the top act value in 2020.,act,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Table+Chart, Text+Chart",plotly,bar,0
419,fhAQhGbsG7tt.png,"1, 2","In 2022, the organization engaged in legal disputes concerning insurance coverage related to environmental remediation expenses has oancf values below 6116.","Engaged in legal disputes concerning insurance coverage matters related to environmental remediation expenses, the organization with the greatest aoloch value in 2021 is involved.","ALLSTATE CORP is the company, for every year, where the cumulative total of seq values is below 255620 and the aoloch values show a continuous decrease.",aoloch,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Text+Chart, Table+Chart",seaborn,bar,0
839,tP707cO3U84d.png,"2, 3",A centralized financing structure is employed by the organization with the greatest act value in 2021 to conduct the majority of its financial operations.,SALESFORCE INC. is the organization with the total of txt values below 2382 and act values that increased consistently for every year.,Carrying values for specific financial instruments closely match their estimated fair values in the organization where the lt value for 2020 combined with the lt value for 2021 totals 78717.0.,act,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Table+Chart, Text+Table",matplotlib,bar,0
105,31I113tHzg0J.png,1,The operations or financial condition of the organization with fincf values exceeding -3365 in 2023 remained unaffected due to the implementation of the new hedge accounting guidance.,ALLSTATE CORP is the corporation with the ap value below 8879.5 and an oibdp value that has continuously risen for every year.,"Adhering to the generally accepted accounting principles in the United States of America, the organization demonstrated a consistently upward trend in oibdp values in the financial statements from 2021 to 2023.",oibdp,"(2021, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Table+Chart, Text+Chart",matplotlib,bar,0
638,cRdwoYRGcSWl.png,"2, 3","Utilizing the net proceeds of $2.96 billion from the bond issuance, the firm that showed an uninterrupted upward trajectory in ap values between 2019 and 2023 redeemed existing senior notes, repaid debts under its revolving credit agreement, and pursued general partnership objectives.",MONDELEZ INTERNATIONAL INC. is the organization with the total sum of at values below 430665.5 and consistently rising ap values for every year.,"Utilizing the net earnings of $2.96 billion from the bond issuance, the organization where the 2022 dpact value plus the 2020 dpact value equals 44693.0 redeemed outstanding senior notes, repaid loans under its revolving credit facility, and conducted general partnership activities.",ap,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Table+Chart, Text+Table",seaborn,scatter,0
435,VMYUfA98koMD.png,"2, 3",Substantial income is earned by the organization with the smallest act value in 2023 from the fees imposed on operators for the distribution of its linear networks.,"In 2020, the organization with che values below 1788.05 leases various assets, including land, underground storage caverns, transportation equipment, and office space.",WARNER BROS DISCOVERY INC. is the organization whose total sum of dltt values exceeds 116063 and whose act values show a continuous increase for every year.,act,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Text+Table, Table+Chart",seaborn,scatter,0
137,htnhIe0Vzcpr.png,"2, 3","From 2020 to 2023, the organization that displayed an uninterrupted rising trend in act values applies a bond matching method to determine the discount rate for its U.S. pension and postretirement benefit plans.",The outstanding balance of approximately $794 million related to transition tax obligations is set to be settled by the organization holding oancf values below 8747.5 in 2023 within the next five years.,"SALESFORCE INC. is the company with the capx value below 3511.5 and the act value that continuously rises, for every year.",act,"(2020, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Text+Table, Table+Chart",seaborn,scatter,0
732,NlJ6cDfezVEN.png,"2, 3","In 2021, an $89 million decline in terminal services margin was experienced by the organization with the highest fopo value, attributed to the conclusion of a third-party agreement and reduced volumes.",Premium compensation was offered to hourly workers throughout the COVID-19 pandemic by the organization where the sum of the 2019 lct value and the 2020 lct value is 48081.0.,COSTCO WHOLESALE CORP. is the organization with the aoloch value exceeding -567 and a fopo value that consistently grew for every year.,fopo,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Text+Table, Table+Chart",seaborn,bar,0
286,EGEMBrqs3950.png,"2, 3","Goodwill from acquiring MuleSoft was acknowledged by the organization with ivncf values below -2230 in 2023, due to the purchase consideration exceeding the fair value of the net tangible and identifiable intangible assets.",SALESFORCE INC. is the organization with the greatest act value throughout the years when the sum of capx value and rect value for BUNGE GLOBAL SA is below 2759.,"Goodwill was accounted for as part of the MuleSoft acquisition by the organization experiencing a steadily rising trend in act values from 2021 to 2023, due to the purchase consideration exceeding the fair value of net tangible and recognizable intangible assets.",act,"(2021, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",matplotlib,scatter,0
790,i27oS0mrRHsl.png,"2, 3","In 2021, the smallest aoloch value in customer financing is mainly associated with the BCC segment, and this generally involves financing deals lasting between 1 and 12 years.","Top-tier customer support is provided by the organization where the lo value for 2021 minus the lo value for 2020 amounts to 252.0 as a component of a premium success package or for an extra charge, incorporating a range of enhanced services.",SALESFORCE INC holds the highest aoloch value in the years where SALESFORCE INC's ib value is under 167.,aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",matplotlib,bar,0
283,X3O1j7PZeAET.png,"1, 3",BOEING CO is the firm with the smallest oibdp value during the years when the fopo value minus the ppent value for BOEING CO exceeds -5310.5.,"In 2022, the organization with seq values below -3329.5 is a leading consumer packaged vegetable oil brand in Brazil under its Soya brand.",A prominent consumer packaged vegetable oil brand in Brazil is recognized for its Soya brand and exhibited a consistently rising trend in oibdp values from 2019 to 2021.,oibdp,"(2019, 2021)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",seaborn,bar,0
385,8GY0KDfSetVb.png,"2, 3","In 2021, the company with dpc values below 3245.5 reported a gain of approximately $39 million from revaluing its earlier equity stake in ClickSoftware.",UNITED PARCEL SERVICE INC. holds the highest act value among the companies in the years during which ABBOTT LABORATORIES has a dpc value below 3128.5.,"In 2023, the organization with the minimal act value intends to robustly protect itself in all ongoing legal disputes.",act,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",seaborn,bar,0
305,gbkDX7zF5BL3.png,1,"Trailhead, a complimentary online educational platform aimed at helping users acquire Salesforce skills, is offered by the organization with the smallest aoloch value in 2022.",BOEING CO is the company where the dpact value remains below 106799.5 and the aoloch value consistently declined for every year.,"In 2019, the organization with intan values below 18266 provides a complimentary online educational platform called Trailhead to help users acquire Salesforce skills.",aoloch,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Table+Chart, Text+Table",matplotlib,line,0
